ts,trade_id,security_id,delta_shares,fill_price
2025-03-16,20250307_310109826_497310733_9044,310109826,-494,98.0808
2025-03-16,20250307_310109826_497310733_9044,497310733,497,97.3716
2025-03-16,20250226_967253938_535849007_2454,967253938,-470,107.1886
2025-03-16,20250226_967253938_535849007_2454,535849007,481,104.7183
2025-03-16,20250310_563155720_670401068_5612,563155720,-375,105.5930
2025-03-16,20250310_563155720_670401068_5612,670401068,367,107.6338
2025-03-17,20250317_080161205_177161934_2752,080161205,402,100.3894
2025-03-17,20250317_080161205_177161934_2752,177161934,-392,103.0230
2025-03-18,20250318_086875935_831969870_2302,086875935,387,93.0873
2025-03-18,20250318_086875935_831969870_2302,831969870,-369,97.7365
2025-03-18,20250318_044724810_606523072_1785,044724810,291,108.3082
2025-03-18,20250318_044724810_606523072_1785,606523072,-342,92.0419
2025-03-18,20250226_270803084_626181711_1907,270803084,-303,104.6766
2025-03-18,20250226_270803084_626181711_1907,626181711,309,102.6106
2025-03-18,20250304_463052422_641940601_3356,463052422,-620,97.3399
2025-03-18,20250304_463052422_641940601_3356,641940601,606,100.3958
2025-03-18,20250318_312170074_718724186_0749,312170074,478,108.9341
2025-03-18,20250318_312170074_718724186_0749,718724186,-569,91.4069
2025-03-18,20250318_541376725_456565010_1343,541376725,639,108.9391
2025-03-18,20250318_541376725_456565010_1343,456565010,-722,96.4987
2025-03-18,20250305_750868589_196460253_9443,750868589,-475,93.9252
2025-03-18,20250305_750868589_196460253_9443,196460253,432,103.5068
2025-03-19,20250319_573708281_055513512_1725,573708281,297,103.3472
2025-03-19,20250319_573708281_055513512_1725,055513512,-293,104.5480
2025-03-19,20250314_864584877_602276804_3997,864584877,-480,107.7166
2025-03-19,20250314_864584877_602276804_3997,602276804,494,104.8042
2025-03-19,20250319_263974247_903303485_3921,263974247,342,100.2181
2025-03-19,20250319_263974247_903303485_3921,903303485,-330,103.8518
2025-03-20,20250228_171228627_636456738_9442,171228627,-633,94.1517
2025-03-20,20250228_171228627_636456738_9442,636456738,548,108.7115
2025-03-20,20250320_596402469_145778703_4149,596402469,371,98.9527
2025-03-20,20250320_596402469_145778703_4149,145778703,-386,95.1029
2025-03-20,20250308_591571368_800941983_3561,591571368,-350,104.1758
2025-03-20,20250308_591571368_800941983_3561,800941983,357,101.9077
2025-03-20,20250301_317933980_854160724_6038,317933980,-492,103.8939
2025-03-20,20250301_317933980_854160724_6038,854160724,557,91.8076
2025-03-21,20250316_371287442_361568001_2608,371287442,-653,103.3789
2025-03-21,20250316_371287442_361568001_2608,361568001,614,110.0309
2025-03-21,20250321_105113707_802505735_9176,105113707,374,110.3490
2025-03-21,20250321_105113707_802505735_9176,802505735,-371,111.3372
2025-03-21,20250321_676791011_500144758_1800,676791011,407,93.3530
2025-03-21,20250321_676791011_500144758_1800,500144758,-373,101.8132
2025-03-22,20250322_202749903_186039662_8996,202749903,297,104.0867
2025-03-22,20250322_202749903_186039662_8996,186039662,-328,94.3825
2025-03-22,20250309_509845936_409351429_6170,509845936,-411,94.4694
2025-03-22,20250309_509845936_409351429_6170,409351429,358,107.9074
2025-03-22,20250322_425723964_651355191_2767,425723964,508,109.0092
2025-03-22,20250322_425723964_651355191_2767,651355191,-606,91.4736
2025-03-22,20250322_801375216_509941847_4495,801375216,499,108.6428
2025-03-22,20250322_801375216_509941847_4495,509941847,-544,99.5437
2025-03-22,20250315_993591387_892073721_7988,993591387,-631,95.1441
2025-03-22,20250315_993591387_892073721_7988,892073721,617,97.3533
2025-03-23,20250323_102480461_769043821_3148,102480461,313,101.3768
2025-03-23,20250323_102480461_769043821_3148,769043821,-306,104.0081
2025-03-24,20250318_312170074_718724186_0749,312170074,-478,109.0455
2025-03-24,20250318_312170074_718724186_0749,718724186,569,91.3376
2025-03-24,20250312_683305887_228960979_8450,683305887,-400,109.3514
2025-03-24,20250312_683305887_228960979_8450,228960979,400,109.3672
2025-03-25,20250325_741840926_592018915_1105,741840926,563,98.6330
2025-03-25,20250325_741840926_592018915_1105,592018915,-584,95.0176
2025-03-26,20250318_044724810_606523072_1785,044724810,-291,108.3862
2025-03-26,20250318_044724810_606523072_1785,606523072,342,92.3087
2025-03-26,20250326_194146014_735325409_7877,194146014,488,94.8159
2025-03-26,20250326_194146014_735325409_7877,735325409,-484,95.5844
2025-03-26,20250326_003801943_415799512_0014,003801943,390,99.9125
2025-03-26,20250326_003801943_415799512_0014,415799512,-359,108.3461
2025-03-26,20250310_840829126_372411942_0792,840829126,-674,96.0707
2025-03-26,20250310_840829126_372411942_0792,372411942,608,107.1641
2025-03-27,20250317_080161205_177161934_2752,080161205,-402,100.7217
2025-03-27,20250317_080161205_177161934_2752,177161934,392,102.9435
2025-03-28,20250328_471508828_121677222_9931,471508828,449,104.8655
2025-03-28,20250328_471508828_121677222_9931,121677222,-448,105.1185
2025-03-28,20250328_395714617_377603212_9802,395714617,519,110.7326
2025-03-28,20250328_395714617_377603212_9802,377603212,-622,92.3607
2025-03-29,20250312_258329500_516681609_5547,258329500,-284,107.1083
2025-03-29,20250312_258329500_516681609_5547,516681609,286,106.5082
2025-03-29,20250320_596402469_145778703_4149,596402469,-371,99.0505
2025-03-29,20250320_596402469_145778703_4149,145778703,386,95.0717
2025-03-30,20250330_180051605_738211520_0218,180051605,412,108.8876
2025-03-30,20250330_180051605_738211520_0218,738211520,-460,97.6061
2025-03-31,20250322_202749903_186039662_8996,202749903,-297,104.1748
2025-03-31,20250322_202749903_186039662_8996,186039662,328,94.4503
2025-03-31,20250331_098124746_663526930_8291,098124746,669,99.2834
2025-03-31,20250331_098124746_663526930_8291,663526930,-609,109.2072
2025-04-01,20250401_972042388_188393920_6477,972042388,290,109.1447
2025-04-01,20250401_972042388_188393920_6477,188393920,-332,95.2149
2025-04-01,20250401_888101287_451975718_8701,888101287,462,106.2715
2025-04-01,20250401_888101287_451975718_8701,451975718,-501,98.0001
2025-04-01,20250321_105113707_802505735_9176,105113707,-374,110.5570
2025-04-01,20250321_105113707_802505735_9176,802505735,371,111.4591
2025-04-01,20250401_215700118_628964171_9157,215700118,312,100.6183
2025-04-01,20250401_215700118_628964171_9157,628964171,-336,93.3573
2025-04-01,20250401_808631930_586888052_2542,808631930,611,109.4373
2025-04-01,20250401_808631930_586888052_2542,586888052,-649,103.0228
2025-04-02,20250323_102480461_769043821_3148,102480461,-313,101.6464
2025-04-02,20250323_102480461_769043821_3148,769043821,306,104.2605
2025-04-02,20250313_120652331_746915640_3186,120652331,-670,102.0580
2025-04-02,20250313_120652331_746915640_3186,746915640,617,110.2151
2025-04-03,20250403_623817159_135110188_6934,623817159,336,111.4280
2025-04-03,20250403_623817159_135110188_6934,135110188,-331,112.8683
2025-04-03,20250319_573708281_055513512_1725,573708281,-297,103.7703
2025-04-03,20250319_573708281_055513512_1725,055513512,293,104.4659
2025-04-03,20250322_801375216_509941847_4495,801375216,-499,108.7473
2025-04-03,20250322_801375216_509941847_4495,509941847,544,99.3357
2025-04-03,20250403_687203229_635931556_9751,687203229,504,104.7060
2025-04-03,20250403_687203229_635931556_9751,635931556,-475,111.2112
2025-04-03,20250403_933795584_241029898_3480,933795584,411,106.2614
2025-04-03,20250403_933795584_241029898_3480,241029898,-405,107.9543
2025-04-04,20250325_741840926_592018915_1105,741840926,-563,98.7500
2025-04-04,20250325_741840926_592018915_1105,592018915,584,95.3095
2025-04-04,20250404_086638831_614025252_5205,086638831,367,94.0524
2025-04-04,20250404_086638831_614025252_5205,614025252,-350,98.6553
2025-04-04,20250326_194146014_735325409_7877,194146014,-488,95.0416
2025-04-04,20250326_194146014_735325409_7877,735325409,484,95.9844
2025-04-04,20250315_621758843_332487654_5078,621758843,-497,101.8200
2025-04-04,20250315_621758843_332487654_5078,332487654,536,94.6415
2025-04-05,20250405_602955703_530149191_4269,602955703,546,95.1480
2025-04-05,20250405_602955703_530149191_4269,530149191,-472,110.0804
2025-04-05,20250321_676791011_500144758_1800,676791011,-407,93.5784
2025-04-05,20250321_676791011_500144758_1800,500144758,373,102.3641
2025-04-06,20250406_105712292_772090599_9010,105712292,604,93.7686
2025-04-06,20250406_105712292_772090599_9010,772090599,-563,100.4566
2025-04-06,20250318_541376725_456565010_1343,541376725,-639,109.2253
2025-04-06,20250318_541376725_456565010_1343,456565010,722,96.5567
2025-04-06,20250406_026558232_526188216_2569,026558232,586,104.5222
2025-04-06,20250406_026558232_526188216_2569,526188216,-614,99.7532
2025-04-07,20250318_086875935_831969870_2302,086875935,-387,93.0080
2025-04-07,20250318_086875935_831969870_2302,831969870,369,97.9739
2025-04-07,20250401_808631930_586888052_2542,808631930,-611,109.3853
2025-04-07,20250401_808631930_586888052_2542,586888052,649,103.0149
2025-04-07,20250319_263974247_903303485_3921,263974247,-342,100.3028
2025-04-07,20250319_263974247_903303485_3921,903303485,330,103.9738
2025-04-07,20250407_453173324_008958511_4328,453173324,574,99.3774
2025-04-07,20250407_453173324_008958511_4328,008958511,-569,100.3129
2025-04-08,20250322_425723964_651355191_2767,425723964,-508,109.4503
2025-04-08,20250322_425723964_651355191_2767,651355191,606,91.9072
2025-04-08,20250403_933795584_241029898_3480,933795584,-411,106.2859
2025-04-08,20250403_933795584_241029898_3480,241029898,405,108.0293
2025-04-09,20250409_533115246_335139441_0489,533115246,507,97.5657
2025-04-09,20250409_533115246_335139441_0489,335139441,-479,103.3146
2025-04-09,20250409_342202362_498289481_7329,342202362,546,96.1707
2025-04-09,20250409_342202362_498289481_7329,498289481,-530,99.0179
2025-04-09,20250409_920968535_502489097_3242,920968535,531,104.1574
2025-04-09,20250409_920968535_502489097_3242,502489097,-505,109.5156
2025-04-10,20250404_086638831_614025252_5205,086638831,-367,94.1995
2025-04-10,20250404_086638831_614025252_5205,614025252,350,98.6485
2025-04-11,20250411_516505148_378200593_8570,516505148,423,93.0619
2025-04-11,20250411_516505148_378200593_8570,378200593,-430,91.5187
2025-04-11,20250411_685208594_460786772_0161,685208594,344,103.5540
2025-04-11,20250411_685208594_460786772_0161,460786772,-324,109.8434
2025-04-12,20250401_972042388_188393920_6477,972042388,-290,109.0092
2025-04-12,20250401_972042388_188393920_6477,188393920,332,95.3882
2025-04-12,20250330_180051605_738211520_0218,180051605,-412,108.8544
2025-04-12,20250330_180051605_738211520_0218,738211520,460,97.8994
2025-04-12,20250407_453173324_008958511_4328,453173324,-574,99.4081
2025-04-12,20250407_453173324_008958511_4328,008958511,569,100.4037
2025-04-14,20250328_471508828_121677222_9931,471508828,-449,104.9729
2025-04-14,20250328_471508828_121677222_9931,121677222,448,105.1215
2025-04-14,20250326_003801943_415799512_0014,003801943,-390,99.7740
2025-04-14,20250326_003801943_415799512_0014,415799512,359,108.6710
2025-04-14,20250403_687203229_635931556_9751,687203229,-504,104.7183
2025-04-14,20250403_687203229_635931556_9751,635931556,475,111.2604
2025-04-15,20250415_219935215_807684220_8736,219935215,510,94.6181
2025-04-15,20250415_219935215_807684220_8736,807684220,-440,109.6441
2025-04-15,20250328_395714617_377603212_9802,395714617,-519,110.8061
2025-04-15,20250328_395714617_377603212_9802,377603212,622,92.3244
2025-04-15,20250415_437955933_672624980_6416,437955933,550,91.0509
2025-04-15,20250415_437955933_672624980_6416,672624980,-514,97.3349
2025-04-16,20250405_602955703_530149191_4269,602955703,-546,95.1640
2025-04-16,20250405_602955703_530149191_4269,530149191,472,110.4138
2025-04-16,20250401_888101287_451975718_8701,888101287,-462,107.0386
2025-04-16,20250401_888101287_451975718_8701,451975718,501,98.3118
2025-04-16,20250416_981827876_873875030_5954,981827876,300,110.3067
2025-04-16,20250416_981827876_873875030_5954,873875030,-348,95.2033
2025-04-17,20250411_516505148_378200593_8570,516505148,-423,93.0142
2025-04-17,20250411_516505148_378200593_8570,378200593,430,91.6109
2025-04-17,20250409_342202362_498289481_7329,342202362,-546,96.4058
2025-04-17,20250409_342202362_498289481_7329,498289481,530,98.9955
2025-04-17,20250417_312854104_236406566_8542,312854104,436,96.1524
2025-04-17,20250417_312854104_236406566_8542,236406566,-388,108.1913
2025-04-18,20250403_623817159_135110188_6934,623817159,-336,111.7942
2025-04-18,20250403_623817159_135110188_6934,135110188,331,113.1408
2025-04-18,20250418_545473722_216567944_2697,545473722,511,102.3528
2025-04-18,20250418_545473722_216567944_2697,216567944,-560,93.4761
2025-04-18,20250418_647107852_472035918_9463,647107852,458,104.9502
2025-04-18,20250418_647107852_472035918_9463,472035918,-429,112.1074
2025-04-19,20250331_098124746_663526930_8291,098124746,-669,99.5776
2025-04-19,20250331_098124746_663526930_8291,663526930,609,109.2758
2025-04-19,20250419_652920546_747749566_6925,652920546,476,106.8493
2025-04-19,20250419_652920546_747749566_6925,747749566,-472,107.8215
2025-04-20,20250411_685208594_460786772_0161,685208594,-344,103.5844
2025-04-20,20250411_685208594_460786772_0161,460786772,324,109.8992
2025-04-21,20250406_105712292_772090599_9010,105712292,-604,94.0574
2025-04-21,20250406_105712292_772090599_9010,772090599,563,101.0263
2025-04-21,20250421_163730783_604378704_0296,163730783,437,98.6324
2025-04-21,20250421_163730783_604378704_0296,604378704,-443,97.4420
2025-04-21,20250401_215700118_628964171_9157,215700118,-312,101.2652
2025-04-21,20250401_215700118_628964171_9157,628964171,336,93.2781
2025-04-21,20250421_067117540_994042203_2422,067117540,310,102.9928
2025-04-21,20250421_067117540_994042203_2422,994042203,-310,102.9703
2025-04-22,20250422_701236531_662981176_2865,701236531,698,99.7728
2025-04-22,20250422_701236531_662981176_2865,662981176,-667,104.4962
2025-04-22,20250422_760497757_743115071_7676,760497757,696,96.7952
2025-04-22,20250422_760497757_743115071_7676,743115071,-731,92.1982
2025-04-23,20250423_806593311_319808172_9813,806593311,556,98.9361
2025-04-23,20250423_806593311_319808172_9813,319808172,-497,110.6976
2025-04-23,20250416_981827876_873875030_5954,981827876,-300,110.5542
2025-04-23,20250416_981827876_873875030_5954,873875030,348,95.0977
2025-04-23,20250423_103135280_688615419_9889,103135280,530,102.7927
2025-04-23,20250423_103135280_688615419_9889,688615419,-483,112.9081
2025-04-24,20250424_731762453_595148239_1377,731762453,493,102.2279
2025-04-24,20250424_731762453_595148239_1377,595148239,-513,98.2430
2025-04-24,20250406_026558232_526188216_2569,026558232,-586,105.0563
2025-04-24,20250406_026558232_526188216_2569,526188216,614,99.8027
2025-04-25,20250425_963526218_754308444_9526,963526218,530,108.5569
2025-04-25,20250425_963526218_754308444_9526,754308444,-564,102.1387
2025-04-25,20250425_322191117_583365507_7010,322191117,512,109.1293
2025-04-25,20250425_322191117_583365507_7010,583365507,-497,112.5832
2025-04-25,20250409_533115246_335139441_0489,533115246,-507,98.0884
2025-04-25,20250409_533115246_335139441_0489,335139441,479,103.1076
2025-04-25,20250425_352337786_215037527_0916,352337786,649,92.6353
2025-04-25,20250425_352337786_215037527_0916,215037527,-616,97.6077
2025-04-25,20250409_920968535_502489097_3242,920968535,-531,104.5966
2025-04-25,20250409_920968535_502489097_3242,502489097,505,109.2895
2025-04-25,20250425_598906496_964693663_8799,598906496,670,94.7649
2025-04-25,20250425_598906496_964693663_8799,964693663,-596,106.5314
2025-04-26,20250418_647107852_472035918_9463,647107852,-458,105.1797
2025-04-26,20250418_647107852_472035918_9463,472035918,429,112.1377
2025-04-26,20250426_420762754_690795519_5351,420762754,542,103.3879
2025-04-26,20250426_420762754_690795519_5351,690795519,-595,94.1597
2025-04-27,20250427_261831758_743746112_6632,261831758,708,94.8298
2025-04-27,20250427_261831758_743746112_6632,743746112,-668,100.4772
2025-04-27,20250419_652920546_747749566_6925,652920546,-476,106.9851
2025-04-27,20250419_652920546_747749566_6925,747749566,472,107.8481
2025-04-28,20250428_225147751_053439112_5310,225147751,622,109.3030
2025-04-28,20250428_225147751_053439112_5310,053439112,-729,93.2232
2025-04-29,20250415_219935215_807684220_8736,219935215,-510,94.9497
2025-04-29,20250415_219935215_807684220_8736,807684220,440,109.6954
2025-04-29,20250429_736535270_728561035_1620,736535270,643,103.2166
2025-04-29,20250429_736535270_728561035_1620,728561035,-590,112.4053
2025-04-29,20250429_708613468_520630093_7342,708613468,353,108.3857
2025-04-29,20250429_708613468_520630093_7342,520630093,-367,104.4398
2025-04-29,20250429_661713965_185318762_7408,661713965,535,96.9345
2025-04-29,20250429_661713965_185318762_7408,185318762,-549,94.4527
2025-04-30,20250417_312854104_236406566_8542,312854104,-436,96.1960
2025-04-30,20250417_312854104_236406566_8542,236406566,388,108.4364
2025-05-01,20250501_187294384_843402250_2420,187294384,431,100.7344
2025-05-01,20250501_187294384_843402250_2420,843402250,-411,105.7353
2025-05-01,20250501_588454746_900180549_3685,588454746,466,100.3123
2025-05-01,20250501_588454746_900180549_3685,900180549,-420,111.3732
2025-05-01,20250501_021955076_036307574_0440,021955076,400,102.6830
2025-05-01,20250501_021955076_036307574_0440,036307574,-439,93.5775
2025-05-01,20250501_575123047_890825533_0450,575123047,533,107.8972
2025-05-01,20250501_575123047_890825533_0450,890825533,-571,100.6671
2025-05-01,20250415_437955933_672624980_6416,437955933,-550,91.3507
2025-05-01,20250415_437955933_672624980_6416,672624980,514,97.2290
2025-05-02,20250424_731762453_595148239_1377,731762453,-493,102.3884
2025-05-02,20250424_731762453_595148239_1377,595148239,513,98.2856
2025-05-03,20250421_163730783_604378704_0296,163730783,-437,98.8101
2025-05-03,20250421_163730783_604378704_0296,604378704,443,97.4069
2025-05-03,20250422_701236531_662981176_2865,701236531,-698,100.1355
2025-05-03,20250422_701236531_662981176_2865,662981176,667,104.4778
2025-05-03,20250427_261831758_743746112_6632,261831758,-708,95.0436
2025-05-03,20250427_261831758_743746112_6632,743746112,668,100.5096
2025-05-03,20250422_760497757_743115071_7676,760497757,-696,97.0074
2025-05-03,20250422_760497757_743115071_7676,743115071,731,92.0410
2025-05-04,20250504_905069794_856957794_8682,905069794,411,106.7000
2025-05-04,20250504_905069794_856957794_8682,856957794,-456,96.2665
2025-05-06,20250423_806593311_319808172_9813,806593311,-556,98.8309
2025-05-06,20250423_806593311_319808172_9813,319808172,497,110.5687
2025-05-07,20250418_545473722_216567944_2697,545473722,-511,102.2285
2025-05-07,20250418_545473722_216567944_2697,216567944,560,94.1154
2025-05-07,20250423_103135280_688615419_9889,103135280,-530,102.7689
2025-05-07,20250423_103135280_688615419_9889,688615419,483,113.1476
2025-05-07,20250429_661713965_185318762_7408,661713965,-535,96.7724
2025-05-07,20250429_661713965_185318762_7408,185318762,549,94.7684
2025-05-08,20250508_345522310_565386872_7916,345522310,753,92.0240
2025-05-08,20250508_345522310_565386872_7916,565386872,-621,111.6353
2025-05-08,20250425_322191117_583365507_7010,322191117,-512,109.1983
2025-05-08,20250425_322191117_583365507_7010,583365507,497,112.9930
2025-05-08,20250501_588454746_900180549_3685,588454746,-466,100.4264
2025-05-08,20250501_588454746_900180549_3685,900180549,420,111.3798
2025-05-08,20250425_598906496_964693663_8799,598906496,-670,95.1720
2025-05-08,20250425_598906496_964693663_8799,964693663,596,106.9351
2025-05-09,20250509_990428350_435416636_5406,990428350,333,107.9363
2025-05-09,20250509_990428350_435416636_5406,435416636,-382,94.1095
2025-05-09,20250509_475622403_879517244_1275,475622403,662,92.2253
2025-05-09,20250509_475622403_879517244_1275,879517244,-561,108.8124
2025-05-10,20250501_187294384_843402250_2420,187294384,-431,100.6130
2025-05-10,20250501_187294384_843402250_2420,843402250,411,105.7876
2025-05-10,20250425_352337786_215037527_0916,352337786,-649,93.0111
2025-05-10,20250425_352337786_215037527_0916,215037527,616,97.9183
2025-05-11,20250511_346088960_926593358_8169,346088960,540,95.8072
2025-05-11,20250511_346088960_926593358_8169,926593358,-544,95.1901
2025-05-11,20250501_021955076_036307574_0440,021955076,-400,102.8367
2025-05-11,20250501_021955076_036307574_0440,036307574,439,93.7028
2025-05-11,20250421_067117540_994042203_2422,067117540,-310,103.7930
2025-05-11,20250421_067117540_994042203_2422,994042203,310,103.3227
2025-05-11,20250429_708613468_520630093_7342,708613468,-353,108.4837
2025-05-11,20250429_708613468_520630093_7342,520630093,367,104.2174
2025-05-12,20250512_744564571_059209133_0424,744564571,470,99.1367
2025-05-12,20250512_744564571_059209133_0424,059209133,-444,104.9034
2025-05-12,20250501_575123047_890825533_0450,575123047,-533,108.0208
2025-05-12,20250501_575123047_890825533_0450,890825533,571,100.4642
2025-05-13,20250513_404829094_972853761_7917,404829094,523,109.1657
2025-05-13,20250513_404829094_972853761_7917,972853761,-536,106.6649
2025-05-13,20250425_963526218_754308444_9526,963526218,-530,108.2716
2025-05-13,20250425_963526218_754308444_9526,754308444,564,102.7894
2025-05-14,20250508_345522310_565386872_7916,345522310,-753,92.0801
2025-05-14,20250508_345522310_565386872_7916,565386872,621,111.5089
2025-05-14,20250429_736535270_728561035_1620,736535270,-643,103.2848
2025-05-14,20250429_736535270_728561035_1620,728561035,590,112.2492
2025-05-14,20250514_131666954_126068941_5832,131666954,428,92.4156
2025-05-14,20250514_131666954_126068941_5832,126068941,-402,98.4710
2025-05-15,20250515_691450984_002007565_4378,691450984,439,94.0311
2025-05-15,20250515_691450984_002007565_4378,002007565,-443,93.0418
2025-05-15,20250515_397771865_406737830_7903,397771865,608,97.8430
2025-05-15,20250515_397771865_406737830_7903,406737830,-621,95.8361
2025-05-15,20250426_420762754_690795519_5351,420762754,-542,104.1322
2025-05-15,20250426_420762754_690795519_5351,690795519,595,94.0617
2025-05-17,20250517_181258190_194339337_8244,181258190,624,95.9216
2025-05-17,20250517_181258190_194339337_8244,194339337,-563,106.3320
2025-05-17,20250428_225147751_053439112_5310,225147751,-622,109.7086
2025-05-17,20250428_225147751_053439112_5310,053439112,729,93.2355
2025-05-17,20250517_502283385_327724535_2110,502283385,527,93.2770
2025-05-17,20250517_502283385_327724535_2110,327724535,-478,102.8781
2025-05-18,20250509_990428350_435416636_5406,990428350,-333,108.1278
2025-05-18,20250509_990428350_435416636_5406,435416636,382,94.3017
2025-05-19,20250519_389500589_744881081_4772,389500589,672,92.3905
2025-05-19,20250519_389500589_744881081_4772,744881081,-636,97.6888
2025-05-20,20250520_521625566_091633774_0064,521625566,400,102.7405
2025-05-20,20250520_521625566_091633774_0064,091633774,-387,106.3432
2025-05-20,20250520_422100968_880188249_8799,422100968,345,103.8211
2025-05-20,20250520_422100968_880188249_8799,880188249,-355,100.8995
2025-05-20,20250520_391749461_846650721_3957,391749461,504,107.0063
2025-05-20,20250520_391749461_846650721_3957,846650721,-489,110.3012
2025-05-21,20250504_905069794_856957794_8682,905069794,-411,106.5441
2025-05-21,20250504_905069794_856957794_8682,856957794,456,96.9293
2025-05-21,20250515_691450984_002007565_4378,691450984,-439,94.2628
2025-05-21,20250515_691450984_002007565_4378,002007565,443,93.0335
2025-05-22,20250515_397771865_406737830_7903,397771865,-608,98.0237
2025-05-22,20250515_397771865_406737830_7903,406737830,621,95.9623
2025-05-23,20250523_903957645_462082964_3681,903957645,583,103.7970
2025-05-23,20250523_903957645_462082964_3681,462082964,-633,95.5999
2025-05-23,20250523_807652614_413748378_6066,807652614,397,106.1068
2025-05-23,20250523_807652614_413748378_6066,413748378,-380,110.7850
2025-05-24,20250524_598284873_536259268_7119,598284873,482,99.9695
2025-05-24,20250524_598284873_536259268_7119,536259268,-461,104.5448
2025-05-24,20250524_086291422_686355720_1560,086291422,490,102.7436
2025-05-24,20250524_086291422_686355720_1560,686355720,-548,91.8765
2025-05-25,20250525_601496730_906730374_2931,601496730,329,106.5669
2025-05-25,20250525_601496730_906730374_2931,906730374,-335,104.6543
2025-05-25,20250525_771498574_989721155_1181,771498574,613,107.5329
2025-05-25,20250525_771498574_989721155_1181,989721155,-651,101.2000
2025-05-25,20250514_131666954_126068941_5832,131666954,-428,92.5964
2025-05-25,20250514_131666954_126068941_5832,126068941,402,98.3183
2025-05-26,20250526_723107574_712497034_0966,723107574,362,101.1189
2025-05-26,20250526_723107574_712497034_0966,712497034,-369,99.3069
2025-05-26,20250519_389500589_744881081_4772,389500589,-672,92.4435
2025-05-26,20250519_389500589_744881081_4772,744881081,636,97.6623
2025-05-27,20250512_744564571_059209133_0424,744564571,-470,99.1897
2025-05-27,20250512_744564571_059209133_0424,059209133,444,104.8722
2025-05-27,20250527_695400432_594633609_1155,695400432,652,98.8748
2025-05-27,20250527_695400432_594633609_1155,594633609,-634,101.6264
2025-05-27,20250527_557410386_563134564_1644,557410386,509,105.5952
2025-05-27,20250527_557410386_563134564_1644,563134564,-579,92.8966
2025-05-27,20250517_502283385_327724535_2110,502283385,-527,93.2456
2025-05-27,20250517_502283385_327724535_2110,327724535,478,103.2692
2025-05-27,20250509_475622403_879517244_1275,475622403,-662,92.5037
2025-05-27,20250509_475622403_879517244_1275,879517244,561,108.6966
2025-05-28,20250513_404829094_972853761_7917,404829094,-523,109.6170
2025-05-28,20250513_404829094_972853761_7917,972853761,536,106.8362
2025-05-29,20250524_598284873_536259268_7119,598284873,-482,100.1762
2025-05-29,20250524_598284873_536259268_7119,536259268,461,104.6038
2025-05-29,20250520_521625566_091633774_0064,521625566,-400,102.9546
2025-05-29,20250520_521625566_091633774_0064,091633774,387,106.1970
2025-05-29,20250529_816273452_894145599_4413,816273452,671,95.9614
2025-05-29,20250529_816273452_894145599_4413,894145599,-624,103.1286
2025-05-29,20250529_143007552_792867238_6650,143007552,504,97.6958
2025-05-29,20250529_143007552_792867238_6650,792867238,-466,105.5279
2025-05-30,20250511_346088960_926593358_8169,346088960,-540,96.1830
2025-05-30,20250511_346088960_926593358_8169,926593358,544,95.7823
2025-05-30,20250520_391749461_846650721_3957,391749461,-504,106.8965
2025-05-30,20250520_391749461_846650721_3957,846650721,489,110.3183
2025-05-31,20250531_655633584_965040563_9762,655633584,559,95.8230
2025-05-31,20250531_655633584_965040563_9762,965040563,-570,94.0234
2025-05-31,20250531_768757751_387334421_8300,768757751,399,106.6808
2025-05-31,20250531_768757751_387334421_8300,387334421,-443,96.0488
2025-06-01,20250601_276384524_936861279_1677,276384524,536,106.2450
2025-06-01,20250601_276384524_936861279_1677,936861279,-579,98.3750
2025-06-02,20250523_903957645_462082964_3681,903957645,-583,104.0644
2025-06-02,20250523_903957645_462082964_3681,462082964,633,95.7284
2025-06-02,20250525_601496730_906730374_2931,601496730,-329,106.5449
2025-06-02,20250525_601496730_906730374_2931,906730374,335,104.8771
2025-06-02,20250517_181258190_194339337_8244,181258190,-624,96.0763
2025-06-02,20250517_181258190_194339337_8244,194339337,563,106.6838
2025-06-02,20250527_695400432_594633609_1155,695400432,-652,98.9967
2025-06-02,20250527_695400432_594633609_1155,594633609,634,101.5431
2025-06-02,20250527_557410386_563134564_1644,557410386,-509,105.4378
2025-06-02,20250527_557410386_563134564_1644,563134564,579,92.7965
2025-06-03,20250526_723107574_712497034_0966,723107574,-362,101.3403
2025-06-03,20250526_723107574_712497034_0966,712497034,369,99.3778
2025-06-03,20250523_807652614_413748378_6066,807652614,-397,106.0630
2025-06-03,20250523_807652614_413748378_6066,413748378,380,111.1131
2025-06-04,20250604_815158112_023940246_0945,815158112,586,92.3093
2025-06-04,20250604_815158112_023940246_0945,023940246,-575,94.0295
2025-06-05,20250605_033146781_983840815_0376,033146781,360,93.9388
2025-06-05,20250605_033146781_983840815_0376,983840815,-308,109.9494
2025-06-05,20250605_476527929_637789135_1357,476527929,432,113.4349
2025-06-05,20250605_476527929_637789135_1357,637789135,-488,100.5854
2025-06-06,20250606_517257965_487852094_4779,517257965,419,94.4614
2025-06-06,20250606_517257965_487852094_4779,487852094,-352,112.5525
2025-06-06,20250606_058373753_782885016_2710,058373753,759,91.5822
2025-06-06,20250606_058373753_782885016_2710,782885016,-695,99.9377
2025-06-07,20250531_655633584_965040563_9762,655633584,-559,95.7317
2025-06-07,20250531_655633584_965040563_9762,965040563,570,94.0074
2025-06-07,20250607_459023304_067712977_3147,459023304,378,99.4515
